ID,studyID,created_at,senator,text,source,is_quote,likes,retweets,hashtags,urls_url,link,urls_t.co,urls_expanded_url,media_or_link,media_url,media_t.co,media_expanded_url,media_type,mentions_screen_name,lang,quoted_text,quoted_created_at,quoted_source,quoted_like_count,quoted_retweet_count,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,status_url,name,sen_race,sen_gender,location,description,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,party,party2,coder1,coder2,coder1_category,coder2_category,coders_agreed,engage,dismiss,neither,category,ideology,followers,year,year2,length,1a_code,in_1a,TOXICITY,allnone,certitude,tone_pos,tone_neg,polite,moral
1,DD15,5/12/21 22:41,SenatorBaldwin,Too many Congressional Republicans are afraid to tell the truth and stand up to Trump's big lie that the election was stolen from him. It wasn't. The truth is Trump lost fair and square.,Twitter Web App,FALSE,240,43,,jsonline.com/story/news/pol…,yes,https://t.co/gLt8fjfu22,https://www.jsonline.com/story/news/politics/2021/05/11/wisconsin-republicans-vote-oust-liz-cheney-gop-leadership/5034929001/,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1392610852692504579,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,dismiss,dismiss,1,0,1,0,dismiss,-0.493,13.6672,2021,12,186,no_match,no_match,0.2406723,0,0,2.94,5.88,0,0
2,,4/9/21 19:00,SenatorBaldwin,"The time is now for Wisconsin Republicans in the State Legislature to do the right thing, listen to the people of our state, and seize this opportunity to expand health care coverage and save taxpayers money.",Twitter Media Studio,FALSE,329,64,,,,,,yes,http://pbs.twimg.com/media/EyjcvYlXMAM6riu.jpg,https://t.co/IuuEYUHPHj,https://twitter.com/SenatorBaldwin/status/1380596442654519296/video/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1380596442654519296,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2021,12,208,no_match,no_match,0.01492445,0,0,5.56,0,0,0
3,DD16,3/24/21 18:35,SenatorBaldwin,"Voting rights should not be a partisan issue, but Senate Republicans can't give up promoting Trump's conspiracy theories and his big lie that the election was stolen from him. It wasn't, he lost fair and square. Now let's pass the #ForThePeople Act and John Lewis #VotingRightsAct",Twitter Web App,FALSE,322,106,ForThePeople VotingRightsAct,,,,,yes,http://pbs.twimg.com/media/ExQ9-a4WgAQ7jDH.jpg,https://t.co/hUnvw8JlU3,https://twitter.com/SenatorBaldwin/status/1374791968132362240/photo/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1374791968132362240,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,dismiss,dismiss,1,0,1,0,dismiss,-0.493,13.6672,2021,12,280,no_match,no_match,0.20742953,0,0,2.17,2.17,0,0
4,,3/17/21 19:22,SenatorBaldwin,Voting rights should not be a partisan issue but Republicans in Wisconsin and Washington want to make it harder for you to vote. I believe every American should have their voice heard so I'm working to protect your voting rights by passing the John Lewis #VotingRightsAct.,Twitter Media Studio,FALSE,358,87,VotingRightsAct,,,,,yes,http://pbs.twimg.com/media/EwsV89mWQAQNirY.jpg,https://t.co/1nQILbeRTO,https://twitter.com/SenatorBaldwin/status/1372267140133363717/photo/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1372267140133363717,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2021,12,272,no_match,no_match,0.017354012,2.17,0,0,0,0,0
5,,3/12/21 16:42,SenatorBaldwin,The #AmericanRescuePlan provides tax credits to working families that will help reduce child poverty. Some Republicans say this is unnecessary but I believe we have a moral responsibility to lift children out of poverty.,Twitter Web App,FALSE,107,29,AmericanRescuePlan,spectrumnews1.com/wi/milwaukee/n…,yes,https://t.co/cLP2PRCix5,https://spectrumnews1.com/wi/milwaukee/news/2021/03/11/child-tax-credit-changes-to-boost-support-for-families--wisconsin-lawmakers-respond,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1370414851898626049,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2021,12,220,no_match,no_match,0.022074303,0,0,2.94,0,0,2.94
6,,11/9/20 19:05,SenatorBaldwin,"Tomorrow, #SCOTUS will hear the Republican lawsuit supported by Trump to overturn the #ACA entirely, including protections for people with pre-existing health conditions. During an ongoing pandemic, we should be working together to #ProtectOurCare.",TweetDeck,FALSE,547,217,SCOTUS ACA ProtectOurCare,nbcnews.com/politics/supre…,yes,https://t.co/nioJDsDMDI,https://www.nbcnews.com/politics/supreme-court/supreme-court-hear-arguments-showdown-over-obamacare-n1246969,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1325877063908163584,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2020,11,248,no_match,no_match,0.010065327,0,2.94,8.82,2.94,0,0
7,,10/12/20 19:18,SenatorBaldwin,Wisconsin has the worst spike of #COVID19 cases and we are weeks from an election. Senate Republicans are wrong to push Trump's #SCOTUS nominee forward while people are voting to do what he wants - overturn the #ACA & terminate health care during a deadly pandemic. #WhatsAtStake,TweetDeck,TRUE,505,192,COVID19 SCOTUS ACA WhatsAtStake,twitter.com/SenateDems/sta…,yes,https://t.co/IDsdvN0aBm,https://twitter.com/SenateDems/status/1314724458561769473,yes,,,,,,en,"A vote to confirm Judge Barrett is a vote to ""terminate"" the Affordable Care Act. https://t.co/2GNs7PFCVa",10/10/20 0:28,Twitter Media Studio,491,290,SenateDems,Senate Democrats,1197071,2361,28443,"Washington, DC",We are the Senate Democratic Majority. It is past time for a Senate that works for everyone.,TRUE,https://twitter.com/SenatorBaldwin/status/1315733569365577728,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,dismiss,neither,0,0,0,1,neither,-0.493,13.6672,2020,11,279,no_match,no_match,0.046122026,0,0,2.22,6.67,0,2.22
8,,9/11/20 21:36,SenatorBaldwin,"Local leaders from across Wisconsin agree: Senate Republicans need to support bipartisan legislation that delivers more federal funding for schools to safely reopen, and helps local governments pay essential workers and provide essential services.",Twitter Media Studio,FALSE,75,23,,,,,,yes,http://pbs.twimg.com/media/EhqiClpXsAAt3IG.jpg,https://t.co/1aV85LPo9F,https://twitter.com/SenatorBaldwin/status/1304534356627730433/video/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1304534356627730433,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2020,11,247,no_match,no_match,0.007115145,0,0,5.88,0,0,0
9,,7/27/20 16:38,SenatorBaldwin,"Last week, I called for a Senate vote to pass my legislation to increase national production of #PPE for our front line health care workers. Senate Republicans objected & continue to ignore the failure of @realDonaldTrump to deliver the medical supplies Wisconsin needs.",Twitter Web App,TRUE,277,123,PPE,twitter.com/journalsentine…,yes,https://t.co/L3dlo50t3c,https://twitter.com/journalsentinel/status/1287719905161359361,yes,,,,,realDonaldTrump,en,Wisconsin nursing homes worried about PPE shortages as coronavirus cases climb https://t.co/fhbjT9iXGJ,7/27/20 12:02,SocialNewsDesk,3,4,journalsentinel,Journal Sentinel,82961,2649,116691,"Milwaukee, WI",News from Milwaukee and Wisconsin. Also at  https://t.co/5XqRwZxR48 and https://t.co/uI7KIwYuLm.,TRUE,https://twitter.com/SenatorBaldwin/status/1287789393130983425,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2020,11,270,no_match,no_match,0.031185975,0,0,2.38,0,0,0
10,,2/12/20 20:32,SenatorBaldwin,"I support Senator Kaine's bipartisan war powers resolution to make sure President Trump comes to Congress first before starting another war in the Middle East. Democrats and Republicans agree, we can't send more young men and women to war and repeat the mistakes of the past.",TweetDeck,FALSE,144,21,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBaldwin/status/1227691977166196736,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,engage,neither,0,0,0,1,neither,-0.493,13.6672,2020,11,275,no_match,no_match,0.087430015,0,0,2.17,8.7,0,0
11,,1/10/20 19:01,SenatorBaldwin,"Trump & Republicans support repealing the ACA entirely and eliminating protections for people with pre-existing conditions. That's their health care plan. I believe we should #ProtectOurCare, expand access to health care and lower costs.",TweetDeck,TRUE,269,132,ProtectOurCare,twitter.com/bopinion/statu…,yes,https://t.co/vwAvLduW2v,https://twitter.com/bopinion/status/1215680909279666176,yes,,,,,,en,"Republicans are backing a Texas lawsuit that would, if successful, knock out the entire Affordable Care Act, including all of its protections, and replace it with, well, chaos 
 https://t.co/u76SVNvxZp",1/10/20 17:04,SocialFlow,16,13,bopinion,Bloomberg Opinion,358165,649,194798,Worldwide,"Opinions on business, economics and much more from the editors and columnists at Bloomberg Opinion.",TRUE,https://twitter.com/SenatorBaldwin/status/1215710160150245376,Sen. Tammy Baldwin,white,female,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",FALSE,136672,2647,2530,16118,489,1/9/13 18:29,TRUE,http://t.co/p7vErFeoRD,http://www.baldwin.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.493,13.6672,2020,11,237,no_match,no_match,0.023460433,0,3.03,9.09,0,0,0
12,,8/1/20 21:07,SenatorBennet,"Due to GOP obstruction, the $600/week unemployment benefits lapsed, throwing millions of families into financial crisis. It's shameful. People are not bargaining chips. We should pass my plan to extend benefits and tie them to the economy to avoid these awful cliffs.",Twitter for iPhone,FALSE,921,287,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBennet/status/1289669074440470528,Michael Bennet,white,male,Colorado,U.S. Senator for Colorado,FALSE,308442,396,3100,6184,192,12/8/10 16:29,TRUE,http://t.co/bQVU54FnhE,http://bennet.senate.gov,democrat,democrat,Lara,Sebastian,dismiss,neither,0,0,0,1,neither,-0.228,30.8442,2020,11,267,no_match,no_match,0.25676212,0,0,4.65,6.98,0,2.33
13,,3/27/20 17:49,SenatorBennet,I hear some House Republicans were planning to vote against the emergency coronavirus package because they were worried about how we're going to pay for it. That's interesting,TweetDeck,FALSE,958,199,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBennet/status/1243596019343884288,Michael Bennet,white,male,Colorado,U.S. Senator for Colorado,FALSE,308442,396,3100,6184,192,12/8/10 16:29,TRUE,http://t.co/bQVU54FnhE,http://bennet.senate.gov,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.228,30.8442,2020,11,175,no_match,no_match,0.027237365,0,0,3.57,3.57,0,0
14,,1/31/20 16:41,SenatorBennet,Republicans say the people should decide. People want to hear from witnesses.,TweetDeck,TRUE,638,139,,twitter.com/DaviSusan/stat…,yes,https://t.co/tLVw6EXqQB,https://twitter.com/DaviSusan/status/1223225017061847041,yes,,,,,,en,"Keep in mind for today's witness vote: Polls consistently show super majorities of Americans support calling witnesses. Latest Q poll had it at 75%, including 75% of independents.  https://t.co/CrhLjJydo3",1/31/20 12:42,Twitter for iPhone,81,50,DaviSusan,Susan Davis,73864,5203,10791,"Washington, DC",I cover Congress for NPR. And sometimes other stuff. Co-host of the NPR Politics Podcast. Tell the Kardashians I tried.,TRUE,https://twitter.com/SenatorBennet/status/1223285154115915776,Michael Bennet,white,male,Colorado,U.S. Senator for Colorado,FALSE,308442,396,3100,6184,192,12/8/10 16:29,TRUE,http://t.co/bQVU54FnhE,http://bennet.senate.gov,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.228,30.8442,2020,11,77,no_match,no_match,0.023632111,0,0,0,0,0,0
15,,3/6/19 19:16,SenatorBennet,"In every part of my state from urban to rural, from Republicans to Democrats I hear the same thing: people working full-time, even overtime, STILL struggle with the costs of raising a family. The #AmericanFamilyAct responds to this challenge.",Twitter for iPhone,FALSE,43,11,AmericanFamilyAct,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenatorBennet/status/1103373814723956737,Michael Bennet,white,male,Colorado,U.S. Senator for Colorado,FALSE,308442,396,3100,6184,192,12/8/10 16:29,TRUE,http://t.co/bQVU54FnhE,http://bennet.senate.gov,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.228,30.8442,2019,10,242,no_match,no_match,0.032902762,2.56,0,2.56,2.56,0,0
16,,1/23/19 20:41,SenatorBennet,"While @realDonaldTrump and @senatemajldr are playing politics with their reckless shutdown, federal workers like Brian from Greeley are hurting. @SenateGOP needs to hear the alarm from American workers and act to #EndTheShutdown. #ShutdownStories",Twitter Web Client,FALSE,1643,473,EndTheShutdown ShutdownStories,,,,,yes,http://pbs.twimg.com/media/Dxn5G2HX4AENvJn.jpg,https://t.co/c5TOzqlrLS,https://twitter.com/SenatorBennet/status/1088174817684217859/photo/1,photo,realDonaldTrump SenateGOP,en,,,,,,,,,,,,,,https://twitter.com/SenatorBennet/status/1088174817684217859,Michael Bennet,white,male,Colorado,U.S. Senator for Colorado,FALSE,308442,396,3100,6184,192,12/8/10 16:29,TRUE,http://t.co/bQVU54FnhE,http://bennet.senate.gov,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.228,30.8442,2019,10,246,no_match,no_match,0.08796701,0,0,3.03,6.06,0,0
17,,5/14/21 21:38,SenBlumenthal,"At last, Republicans have agreed to focus on what really needs investigationcauses & accountability for the 1/6 insurrection. As I've urged repeatedly, Americans deserve the facts about the storming of the U.S. Capitol by violent extremists.",Twitter Web App,FALSE,295,62,,apnews.com/article/politi…,yes,https://t.co/9DyCTwJxoO,https://apnews.com/article/politics-donald-trump-capitol-siege-government-and-politics-9b9973906d598a046d45f5a4d37489ea,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1393319901792702470,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2021,12,241,no_match,no_match,0.15246986,0,2.78,0,2.78,0,2.78
18,,11/10/20 18:11,SenBlumenthal,"Unbelievably, DOJ lawyerssupposedly representing us, the American peoplejust argued appallingly to decimate health care for millions of Americans. They really represent Republicans, not the people.",Twitter Web App,FALSE,2342,659,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1326225971708649472,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,197,no_match,no_match,0.1731117,0,4,4,8,0,0
19,,10/25/20 22:37,SenBlumenthal,"This sham process is not normal & not right. Republicans may have the votes, but might does not make right. The American people can &, I believe, will judge their conduct.",Twitter for iPhone,FALSE,678,156,,stamfordadvocate.com/opinion/articl…,yes,https://t.co/0x0BkZrYLr,https://www.stamfordadvocate.com/opinion/article/Sen-Blumenthal-opinion-Future-of-people-of-CT-15669625.php,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1320494803638013952,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,dismiss,neither,0,0,0,1,neither,-0.439,71.3342,2020,11,171,no_match,no_match,0.19936113,0,0,0,0,0,3.45
20,,10/22/20 13:48,SenBlumenthal,In my Judiciary Committee seat today is Connera boy whose life-limiting illness makes the ACA a lifesaver. We must take a stand against Republicans' rush to shatter norms & ignore the real-life impact Barrett will have on the ACA & so much more.,Twitter Web App,FALSE,1034,217,,,,,,yes,http://pbs.twimg.com/media/Ek8Ax18UcAINPLW.jpg,https://t.co/vBfSats1yU,https://twitter.com/SenBlumenthal/status/1319274378496860161/photo/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1319274378496860161,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,245,no_match,no_match,0.09655894,0,0,0,2.44,0,0
21,,10/20/20 15:51,SenBlumenthal,Right result in the PA election casebut 4 cravenly political dissenters foretell deep dangers ahead. Brazen disregard for past precedent (deferring to state high courts on state law) shows how politicized & partisan Republican appointees see their role.,Twitter Web App,FALSE,248,104,,cnn.com/2020/10/20/opi…,yes,https://t.co/Mv9QEAaM4e,https://www.cnn.com/2020/10/20/opinions/supreme-court-pennsylvania-mail-in-ballots-douglas/index.html,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1318580615604744194,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,253,no_match,no_match,0.27045983,0,0,0,2.7,0,0
22,,10/13/20 21:52,SenBlumenthal,"For Natalie & thousands of others, the 2nd Amendment is not a historical abstract. It has real world implicationsimpacting real lives & causing real loss. With a 6-3 conservative Supreme Court, commonsense gun violence prevention laws would be on the chopping block.",Twitter Web App,FALSE,411,100,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1316134862596825094,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,266,no_match,no_match,0.03839648,0,7.5,0,7.5,0,0
23,,7/31/20 18:10,SenBlumenthal,"As we face growing, unprecedented hardship, the solution for unemployment insurance extension is on McConnell's desk: the HEROES Act. Americans need real assistance, not short-term, stopgap measures. Republicans, stop burying your heads in the sand & listen to the people.",Twitter Web App,FALSE,198,65,,,,,,yes,http://pbs.twimg.com/media/EeRhHReXkAEqKq1.jpg,https://t.co/pFwGTmitIo,https://twitter.com/SenBlumenthal/status/1289262293193076736/photo/1,photo,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1289262293193076736,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,272,no_match,no_match,0.15976663,0,2.56,2.56,0,0,2.56
24,,6/23/20 16:51,SenBlumenthal,The Senate Republican bill ignores critical causes of police brutality & systemic racism. Their legislation is filled with glaring holes & little meaningful justice or accountability.,Twitter Web App,FALSE,80,16,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1275471666592780290,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,183,no_match,no_match,0.28948012,0,0,8.33,4.17,0,4.17
25,,5/4/20 14:09,SenBlumenthal,"Instead of real remedies for the economic & health care crisis, Republicans are pushing a special, sweetheart legal shieldshutting courthouse doors to victims of flagrant wrongdoing. Businesses that follow the law have nothing to fear.",Twitter for iPhone,FALSE,272,117,,washingtonpost.com/us-policy/2020…,yes,https://t.co/9SihZoPyxa,https://www.washingtonpost.com/us-policy/2020/05/03/congress-coronavirus-legal-liability/,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1257311353309523973,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,235,no_match,no_match,0.14822112,2.94,2.94,5.88,8.82,0,2.94
26,,4/25/20 14:44,SenBlumenthal,"Both Republicans & Democrats agree that McConnell's message is pathetic & pernicious. By forcing states to go bankrupt, he'd be looking the other way as police, firemen, first responders, bus drivers, & other state employees lose their jobs.",Twitter for iPhone,FALSE,1757,689,,washingtonpost.com/powerpost/mcco…,yes,https://t.co/sPGfn4Nser,https://www.washingtonpost.com/powerpost/mcconnell-takes-flak-after-suggesting-bankruptcy-for-states-rather-than-bailouts/2020/04/23/f70311fe-8560-11ea-a3eb-e9fc93160703_story.html,yes,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1254058686022025220,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,engage,neither,0,0,0,1,neither,-0.439,71.3342,2020,11,241,no_match,no_match,0.42234805,0,0,0,5.71,0,0
27,,1/27/20 23:43,SenBlumenthal,"If Republicans refuse to hear from Bolton & other witnesses, it is their fault & their fault alone.",Twitter for iPhone,FALSE,45,7,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1221941829899255812,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,99,no_match,no_match,0.20596254,0,0,0,31.25,0,25
28,,1/27/20 18:08,SenBlumenthal,"If GOP senators refuse to hear from Bolton now, they will most certainly hear from him when he releases his book in March. Wouldn't it be better to get the facts before we vote? The American people deserve the truth during the trial, not after.",Twitter for iPhone,FALSE,451,127,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1221857531238273026,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,244,no_match,no_match,0.054534122,0,2.22,2.22,2.22,0,2.22
29,,1/27/20 18:08,SenBlumenthal,"Trump is calling Bolton a liar on Twitter, but the President won't say that under oath (& won't let his aides testify on the question). Bolton is happy to tell all he knows to the Senate - if only Republican senators will hear him out.",Twitter for iPhone,FALSE,311,78,,,,,,no,,,,,,en,,,,,,,,,,,,,,https://twitter.com/SenBlumenthal/status/1221857528952360960,Richard Blumenthal,white,male,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",FALSE,713342,992,4270,16044,908,4/6/11 17:13,TRUE,http://t.co/MfF8W57FEu,http://blumenthal.senate.gov/,democrat,democrat,Lara,Sebastian,neither,neither,1,0,0,1,neither,-0.439,71.3342,2020,11,235,no_match,no_match,0.355017,2.33,0,2.33,0,0,2.33
